finding_id,severity,authority,check,proposed_label,id_column,id_value,csv_value,authority_value,n_rows,datasets,detail
03c97d1a1909,WARN,ncbi,ncbi_id_coarser_than_label,pyramimonas longicauda,NCBI_ID,36882,Species=pyramimonas longicauda,Genus=Pyramimonas,1,whoi,"the identifier resolves to the row's Genus, not to its Species"
90ec655b9739,WARN,ncbi,ncbi_id_coarser_than_label,pyrocystis hamulus,NCBI_ID,2971,Species=pyrocystis hamulus,Genus=Pyrocystis,1,planktoscope,"the identifier resolves to the row's Genus, not to its Species"
5506a6f52eb9,WARN,ncbi,ncbi_id_coarser_than_label,pyrocystis pseudonoctiluca,NCBI_ID,2971,Species=pyrocystis pseudonoctiluca,Genus=Pyrocystis,1,planktoscope,"the identifier resolves to the row's Genus, not to its Species"
9978cd1deae2,WARN,ncbi,ncbi_id_coarser_than_label,rhabdonellopsis,NCBI_ID,211026,Genus=rhabdonellopsis,Family=Rhabdonellidae,3,planktoscope;tara_pacific_bongo;tara_pacific_decknet,"the identifier resolves to the row's Family, not to its Genus"
7ad3adb43494,WARN,ncbi,ncbi_id_coarser_than_label,rhabdosphaera clavigera,NCBI_ID,418941,Species=rhabdosphaera clavigera,Family=Rhabdosphaeraceae,1,medplanktonset,"the identifier resolves to the row's Family, not to its Species"
12fe9110618a,WARN,ncbi,ncbi_id_coarser_than_label,rhincalanidae,NCBI_ID,6833,Family=rhincalanidae,Order=Calanoida,2,tara_pacific_hsn;zooscan,"the identifier resolves to the row's Order, not to its Family"
10014b32d54f,WARN,ncbi,ncbi_id_coarser_than_label,sessilia,NCBI_ID,116172,Order=sessilia,Class=Thecostraca,1,sykezooscan2024,"the identifier resolves to the row's Class, not to its Order"
82c79f93b63e,WARN,ncbi,ncbi_id_coarser_than_label,strombidium wulffi,NCBI_ID,60005,Species=strombidium wulffi,Genus=Strombidium,1,whoi,"the identifier resolves to the row's Genus, not to its Species"
6ddc955d0c05,WARN,ncbi,ncbi_id_coarser_than_label,synchaeta oblonga,NCBI_ID,204744,Species=synchaeta oblonga,Genus=Synchaeta,1,frepj,"the identifier resolves to the row's Genus, not to its Species"
3d03f3ca70d0,WARN,ncbi,ncbi_id_coarser_than_label,synchaeta stylata,NCBI_ID,204744,Species=synchaeta stylata,Genus=Synchaeta,1,frepj,"the identifier resolves to the row's Genus, not to its Species"
fd536fd185be,WARN,ncbi,ncbi_id_coarser_than_label,synchaeta tremula,NCBI_ID,204744,Species=synchaeta tremula,Genus=Synchaeta,1,frepj,"the identifier resolves to the row's Genus, not to its Species"
0af90f281a7d,WARN,ncbi,ncbi_id_coarser_than_label,thalassionematales,NCBI_ID,33849,Order=thalassionematales,Class=Bacillariophyceae,4,flowcamnet;planktoscope;tara_pacific_bongo;tara_pacific_decknet,"the identifier resolves to the row's Class, not to its Order"
8920e8a72cd1,WARN,ncbi,ncbi_id_coarser_than_label,thalassiosira levanderi,NCBI_ID,35127,Species=thalassiosira levanderi,Genus=Thalassiosira,1,syke_ifcb_2022,"the identifier resolves to the row's Genus, not to its Species"
3d0637fe32e4,WARN,ncbi,ncbi_id_coarser_than_label,tontonia appendiculariformis,NCBI_ID,641220,Species=tontonia appendiculariformis,Family=Tontoniidae,1,whoi,"the identifier resolves to the row's Family, not to its Species"
fc3d5fca9641,WARN,ncbi,ncbi_id_coarser_than_label,trichocerca bicristata,NCBI_ID,360703,Species=trichocerca bicristata,Genus=Trichocerca,1,frepj,"the identifier resolves to the row's Genus, not to its Species"
3b0b8ac411a5,WARN,ncbi,ncbi_id_coarser_than_label,trichocerca birostris,NCBI_ID,360703,Species=trichocerca birostris,Genus=Trichocerca,1,frepj,"the identifier resolves to the row's Genus, not to its Species"
1a620ea7a713,WARN,ncbi,ncbi_id_coarser_than_label,trichocerca capucina,NCBI_ID,360703,Species=trichocerca capucina,Genus=Trichocerca,1,frepj,"the identifier resolves to the row's Genus, not to its Species"
7a268b39fddb,WARN,ncbi,ncbi_id_coarser_than_label,trichocerca cylindrica,NCBI_ID,360703,Species=trichocerca cylindrica,Genus=Trichocerca,1,frepj,"the identifier resolves to the row's Genus, not to its Species"
0a730e87d48b,WARN,ncbi,ncbi_id_coarser_than_label,trichocerca elongata,NCBI_ID,360703,Species=trichocerca elongata,Genus=Trichocerca,1,frepj,"the identifier resolves to the row's Genus, not to its Species"
fa03c082e409,WARN,ncbi,ncbi_id_coarser_than_label,trichocerca longiseta,NCBI_ID,360703,Species=trichocerca longiseta,Genus=Trichocerca,1,frepj,"the identifier resolves to the row's Genus, not to its Species"
299371eb04ce,WARN,ncbi,ncbi_id_coarser_than_label,trichocerca mucosa,NCBI_ID,360703,Species=trichocerca mucosa,Genus=Trichocerca,1,frepj,"the identifier resolves to the row's Genus, not to its Species"
0c8e0a692834,WARN,ncbi,ncbi_id_coarser_than_label,trichocerca pusilla,NCBI_ID,360703,Species=trichocerca pusilla,Genus=Trichocerca,1,frepj,"the identifier resolves to the row's Genus, not to its Species"
1095fe54dfee,WARN,ncbi,ncbi_id_coarser_than_label,trichocerca rattus,NCBI_ID,360703,Species=trichocerca rattus,Genus=Trichocerca,1,frepj,"the identifier resolves to the row's Genus, not to its Species"
2eaf5dfced96,WARN,ncbi,ncbi_id_coarser_than_label,tripos arcticus,NCBI_ID,2126447,Species=tripos arcticus,Genus=Tripos,1,planktoscope,"the identifier resolves to the row's Genus, not to its Species"
e1432c10faf3,WARN,ncbi,ncbi_id_coarser_than_label,tripos incisus,NCBI_ID,2126447,Species=tripos incisus,Genus=Tripos,1,planktoscope,"the identifier resolves to the row's Genus, not to its Species"
5ad120410370,WARN,ncbi,ncbi_id_coarser_than_label,warnowia polyphemus,NCBI_ID,651390,Species=warnowia polyphemus,Genus=Warnowia,1,medplanktonset,"the identifier resolves to the row's Genus, not to its Species"
16da9b9bf593,WARN,ncbi,ncbi_id_coarser_than_label,xystonellopsis,NCBI_ID,211023,Genus=xystonellopsis,Family=Xystonellidae,1,planktoscope,"the identifier resolves to the row's Family, not to its Genus"
8ee056690f6b,WARN,ncbi,ncbi_id_coarser_than_label,xystonellopsis paradoxa,NCBI_ID,211023,Species=xystonellopsis paradoxa,Family=Xystonellidae,1,planktoscope,"the identifier resolves to the row's Family, not to its Species"
41db00fb4ee6,WARN,ncbi,ncbi_lineage_contradiction,actinosphaerium nucleofilum,NCBI_ID,238767,Family=actinosphaeriidae,(absent from chain),1,lensless,'actinosphaeriidae' is absent from the authority's classification of 238767
a40a7b4bace3,WARN,ncbi,ncbi_lineage_contradiction,amphibelone,NCBI_ID,278120,Family=amphilithidae,(absent from chain),3,flowcamnet;planktoscope;tara_pacific_decknet,'amphilithidae' is absent from the authority's classification of 278120
9c3cead9ac4e,WARN,ncbi,ncbi_lineage_contradiction,aphanothece parallelliformis,NCBI_ID,1121,Family=microcystaceae,(absent from chain),1,syke_ifcb_2022,'microcystaceae' is absent from the authority's classification of 1121
b3c2ad24499b,WARN,ncbi,ncbi_lineage_contradiction,ascomorpha,NCBI_ID,360654,Family=gastropoidae,(absent from chain),1,frepj,'gastropoidae' is absent from the authority's classification of 360654
eaa8038d4e45,WARN,ncbi,ncbi_lineage_contradiction,asterionella,NCBI_ID,35129,Family=fragilariaceae,(absent from chain),3,planktoscope;tara_pacific_bongo;zoolake,'fragilariaceae' is absent from the authority's classification of 35129
044f154995b9,WARN,ncbi,ncbi_lineage_contradiction,asterionella bleakeleyi,NCBI_ID,35129,Family=fragilariaceae,(absent from chain),1,planktoscope,'fragilariaceae' is absent from the authority's classification of 35129
f0757b40307f,WARN,ncbi,ncbi_lineage_contradiction,asterionellopsis,NCBI_ID,33639,Family=fragilariaceae,(absent from chain),3,planktoscope;tara_pacific_decknet;whoi,'fragilariaceae' is absent from the authority's classification of 33639
5fdd0647f3d0,WARN,ncbi,ncbi_lineage_contradiction,asterionellopsis glacialis,NCBI_ID,33640,Family=fragilariaceae,(absent from chain),1,medplanktonset,'fragilariaceae' is absent from the authority's classification of 33640
de5d7fd248bd,WARN,ncbi,ncbi_lineage_contradiction,asteromphalus,NCBI_ID,1529359,Family=asterolampraceae,(absent from chain),1,medplanktonset,'asterolampraceae' is absent from the authority's classification of 1529359
1552d9e8a4f0,WARN,ncbi,ncbi_lineage_contradiction,asteromphalus sarcophagus,NCBI_ID,1529359,Family=asterolampraceae,(absent from chain),1,medplanktonset,'asterolampraceae' is absent from the authority's classification of 1529359
2cef73e2f5d5,WARN,ncbi,ncbi_lineage_contradiction,bleakeleya,NCBI_ID,915294,Family=fragilariaceae,(absent from chain),1,planktoscope,'fragilariaceae' is absent from the authority's classification of 915294
9b38bb7cfafe,WARN,ncbi,ncbi_lineage_contradiction,calocalanus,NCBI_ID,749175,Family=paracalanidae,(absent from chain),2,planktoscope;zoocamnet,'paracalanidae' is absent from the authority's classification of 749175
bcf5475e19e0,WARN,ncbi,ncbi_lineage_contradiction,calocalanus pavo,NCBI_ID,749177,Family=paracalanidae,(absent from chain),3,tara_pacific_hsn;tara_pacific_manta;zooscan,'paracalanidae' is absent from the authority's classification of 749177
7134c90e1612,WARN,ncbi,ncbi_lineage_contradiction,cerataulina,NCBI_ID,1003030,Family=hemiaulaceae,(absent from chain),4,planktoscope;whoi,'hemiaulaceae' is absent from the authority's classification of 1003030
939a6df1fb5a,WARN,ncbi,ncbi_lineage_contradiction,cerataulina pelagica,NCBI_ID,1003031,Family=hemiaulaceae,(absent from chain),1,medplanktonset,'hemiaulaceae' is absent from the authority's classification of 1003031
8203996e95da,WARN,ncbi,ncbi_lineage_contradiction,ceratocorys,NCBI_ID,66799,Family=ceratocoryaceae,(absent from chain),3,flowcamnet;planktoscope;tara_pacific_decknet,'ceratocoryaceae' is absent from the authority's classification of 66799
ed1d4d966cc1,WARN,ncbi,ncbi_lineage_contradiction,ceratocorys horrida,NCBI_ID,66800,Family=ceratocoryaceae,(absent from chain),1,planktoscope,'ceratocoryaceae' is absent from the authority's classification of 66800
7c10656b9f39,WARN,ncbi,ncbi_lineage_contradiction,ceratoneis closterium,NCBI_ID,2856,Family=fragilariaceae,(absent from chain),1,syke_ifcb_2022,'fragilariaceae' is absent from the authority's classification of 2856
ff903b086fe2,WARN,ncbi,ncbi_lineage_contradiction,ceratoperidinium margalefii,NCBI_ID,1389943,Family=warnowiaceae,(absent from chain),1,medplanktonset,'warnowiaceae' is absent from the authority's classification of 1389943
529a42708a98,WARN,ncbi,ncbi_lineage_contradiction,challengeron,NCBI_ID,332298,Family=challengeridae,(absent from chain),1,planktoscope,'challengeridae' is absent from the authority's classification of 332298
90cd5e233baf,WARN,ncbi,ncbi_lineage_contradiction,climacodium,NCBI_ID,2022333,Family=hemiaulaceae,(absent from chain),3,flowcamnet;planktoscope;tara_pacific_decknet,'hemiaulaceae' is absent from the authority's classification of 2022333
b2b2c098633f,WARN,ncbi,ncbi_lineage_contradiction,climacodium crocosphaera,NCBI_ID,2022333,Family=hemiaulaceae,(absent from chain),2,flowcamnet;tara_pacific_decknet,'hemiaulaceae' is absent from the authority's classification of 2022333
59fe6401e43f,WARN,ncbi,ncbi_lineage_contradiction,climacosphenia,NCBI_ID,449129,Family=climacospheniaceae,(absent from chain),1,planktoscope,'climacospheniaceae' is absent from the authority's classification of 449129
7d4e0d35a631,WARN,ncbi,ncbi_lineage_contradiction,collotheca,NCBI_ID,360644,Family=collothecidae,(absent from chain),1,frepj,'collothecidae' is absent from the authority's classification of 360644
0619d578d291,WARN,ncbi,ncbi_lineage_contradiction,collozoum,NCBI_ID,65591,Family=collozoidae,(absent from chain),1,planktoscope,'collozoidae' is absent from the authority's classification of 65591
5a24a0d78f19,WARN,ncbi,ncbi_lineage_contradiction,ctenocalanus,NCBI_ID,149010,Family=clausocalanidae,(absent from chain),1,global_uvp5,'clausocalanidae' is absent from the authority's classification of 149010
85f77d013200,WARN,ncbi,ncbi_lineage_contradiction,cyclotella choctawhatcheeana,NCBI_ID,310905,Family=stephanodiscaceae,(absent from chain),2,daplankton;syke_ifcb_2022,'stephanodiscaceae' is absent from the authority's classification of 310905
f142a7ef4236,WARN,ncbi,ncbi_lineage_contradiction,diatoma,NCBI_ID,2862,Family=fragilariaceae,(absent from chain),13,flowcamnet;global_uvp5;tara_pacific_bongo;tara_pacific_decknet;tara_pacific_manta;zoocamnet,'fragilariaceae' is absent from the authority's classification of 2862
c405b39f8eb0,WARN,ncbi,ncbi_lineage_contradiction,diatoma tenuis,NCBI_ID,426639,Family=fragilariaceae,(absent from chain),2,daplankton;zoocamnet,'fragilariaceae' is absent from the authority's classification of 426639
f7a076bfd218,WARN,ncbi,ncbi_lineage_contradiction,dileptus,NCBI_ID,71587,Family=tracheliidae,(absent from chain),1,lensless,'tracheliidae' is absent from the authority's classification of 71587
c6e030031c9e,WARN,ncbi,ncbi_lineage_contradiction,distaplia,NCBI_ID,322838,Family=holozoidae,(absent from chain),2,global_uvp5,'holozoidae' is absent from the authority's classification of 322838
557990e7797f,WARN,ncbi,ncbi_lineage_contradiction,entomoneis,NCBI_ID,186042,Family=entomoneidaceae,(absent from chain),1,planktoscope,'entomoneidaceae' is absent from the authority's classification of 186042
5e2653b047bb,WARN,ncbi,ncbi_lineage_contradiction,eucampia,NCBI_ID,49251,Family=hemiaulaceae,(absent from chain),4,planktoscope;tara_pacific_bongo;tara_pacific_decknet;whoi,'hemiaulaceae' is absent from the authority's classification of 49251
9093f72b0b80,WARN,ncbi,ncbi_lineage_contradiction,eucampia cornuta,NCBI_ID,1527828,Family=hemiaulaceae,(absent from chain),1,medplanktonset,'hemiaulaceae' is absent from the authority's classification of 1527828
0b2b9c9b16ec,WARN,ncbi,ncbi_lineage_contradiction,euchlanis,NCBI_ID,231619,Family=euchlanidae,(absent from chain),1,frepj,'euchlanidae' is absent from the authority's classification of 231619
870ef3d38bfa,WARN,ncbi,ncbi_lineage_contradiction,euterpina,NCBI_ID,163465,Family=tachidiidae,(absent from chain),5,planktoscope;tara_pacific_hsn;tara_pacific_manta;zoocamnet;zooscan,'tachidiidae' is absent from the authority's classification of 163465
34445bc913d9,WARN,ncbi,ncbi_lineage_contradiction,eutintinnus,NCBI_ID,182089,Family=eutintinnidae,(absent from chain),4,flowcamnet;planktoscope;tara_pacific_bongo;tara_pacific_decknet,'eutintinnidae' is absent from the authority's classification of 182089
30ead07c5c70,WARN,ncbi,ncbi_lineage_contradiction,favella,NCBI_ID,182086,Family=hemicytheridae,(absent from chain),1,planktoscope,'hemicytheridae' is absent from the authority's classification of 182086
356321f4ffb4,WARN,ncbi,ncbi_lineage_contradiction,filinia longiseta,NCBI_ID,338287,Family=trochosphaeridae,(absent from chain),1,frepj,'trochosphaeridae' is absent from the authority's classification of 338287
51d30760abc4,WARN,ncbi,ncbi_lineage_contradiction,flota,NCBI_ID,527962,Family=flabelligeridae,(absent from chain),2,global_uvp5,'flabelligeridae' is absent from the authority's classification of 527962
b99e200f47af,WARN,ncbi,ncbi_lineage_contradiction,gastropus stylifer,NCBI_ID,1917129,Family=gastropoidae,(absent from chain),1,frepj,'gastropoidae' is absent from the authority's classification of 1917129
1b3ec7a3f739,WARN,ncbi,ncbi_lineage_contradiction,gyrodinium,NCBI_ID,60594,Family=gyrodiniaceae,(absent from chain),3,medplanktonset;planktoscope;whoi,'gyrodiniaceae' is absent from the authority's classification of 60594
f3ff6ac62997,WARN,ncbi,ncbi_lineage_contradiction,halosphaera,NCBI_ID,81842,Family=pyramimonadaceae,(absent from chain),2,planktoscope;zoocamnet,'pyramimonadaceae' is absent from the authority's classification of 81842
c1b5e447ee59,WARN,ncbi,ncbi_lineage_contradiction,heterocapsa triquetra,NCBI_ID,66468,Family=heterocapsaceae,(absent from chain),2,daplankton;syke_ifcb_2022,'heterocapsaceae' is absent from the authority's classification of 66468
4b6b267cf153,WARN,ncbi,ncbi_lineage_contradiction,isthmia,NCBI_ID,1003063,Family=biddulphiaceae,(absent from chain),1,planktoscope,'biddulphiaceae' is absent from the authority's classification of 1003063
f85ff8ba0f33,WARN,ncbi,ncbi_lineage_contradiction,karenia,NCBI_ID,1052865,Family=kareniaceae,(absent from chain),2,medplanktonset;whoi,'kareniaceae' is absent from the authority's classification of 1052865
24a51b909f8a,WARN,ncbi,ncbi_lineage_contradiction,kryptoperidinium foliaceum,NCBI_ID,160619,Family=peridiniaceae,(absent from chain),1,daplankton,'peridiniaceae' is absent from the authority's classification of 160619
ad0b9c92c413,WARN,ncbi,ncbi_lineage_contradiction,kryptoperidinium triquetrum,NCBI_ID,66468,Family=peridiniaceae,(absent from chain),1,whoi,'peridiniaceae' is absent from the authority's classification of 66468
99518eda2028,WARN,ncbi,ncbi_lineage_contradiction,laboea strobila,NCBI_ID,181653,Family=tontoniidae,(absent from chain),1,whoi,'tontoniidae' is absent from the authority's classification of 181653
f3b69a68ce00,WARN,ncbi,ncbi_lineage_contradiction,leptocylindrus mediterraneus,NCBI_ID,1785165,Family=leptocylindraceae,(absent from chain),2,planktoscope;whoi,'leptocylindraceae' is absent from the authority's classification of 1785165
17bb43e17092,WARN,ncbi,ncbi_lineage_contradiction,macrothrix,NCBI_ID,362306,Family=macrothricidae,(absent from chain),1,frepj,'macrothricidae' is absent from the authority's classification of 362306
7fb715ad423c,WARN,ncbi,ncbi_lineage_contradiction,meringosphaera mediterranea,NCBI_ID,2837474,Family=pleurochloridaceae,(absent from chain),1,medplanktonset,'pleurochloridaceae' is absent from the authority's classification of 2837474
49652629eac2,WARN,ncbi,ncbi_lineage_contradiction,merismopedia,NCBI_ID,53402,Family=microcystaceae,(absent from chain),1,syke_ifcb_2022,'microcystaceae' is absent from the authority's classification of 53402
85678f53ed0b,WARN,ncbi,ncbi_lineage_contradiction,mytilina,NCBI_ID,360680,Family=mytilinidae,(absent from chain),1,frepj,'mytilinidae' is absent from the authority's classification of 360680
c3b3bb2961d5,WARN,ncbi,ncbi_lineage_contradiction,mytilina trigona,NCBI_ID,2739567,Family=mytilinidae,(absent from chain),1,frepj,'mytilinidae' is absent from the authority's classification of 2739567
d4848dac40fe,WARN,ncbi,ncbi_lineage_contradiction,mytilina ventralis,NCBI_ID,360682,Family=mytilinidae,(absent from chain),1,frepj,'mytilinidae' is absent from the authority's classification of 360682
e29eeac7ed62,WARN,ncbi,ncbi_lineage_contradiction,nitzschia,NCBI_ID,651811,Family=bacillariaceae,(absent from chain),2,flowcamnet;tara_pacific_decknet,'bacillariaceae' is absent from the authority's classification of 651811
7279d8d1ad0e,WARN,ncbi,ncbi_lineage_contradiction,nodularia,NCBI_ID,1830174,Family=nodulariaceae,(absent from chain),1,global_uvp5,'nodulariaceae' is absent from the authority's classification of 1830174
fde797767009,WARN,ncbi,ncbi_lineage_contradiction,obelia,NCBI_ID,32569,Family=campanulariidae,(absent from chain),2,zoocamnet;zooscan,'campanulariidae' is absent from the authority's classification of 32569
c6d1c72710ec,WARN,ncbi,ncbi_lineage_contradiction,odontella,NCBI_ID,332376,Family=triceratiaceae,(absent from chain),4,flowcamnet;planktoscope;whoi,'triceratiaceae' is absent from the authority's classification of 332376
3e081b901cce,WARN,ncbi,ncbi_lineage_contradiction,odontella mobiliensis,NCBI_ID,655800,Family=triceratiaceae,(absent from chain),1,planktoscope,'triceratiaceae' is absent from the authority's classification of 655800
057eb4fb5d67,WARN,ncbi,ncbi_lineage_contradiction,odontella sinensis,NCBI_ID,1514140,Family=triceratiaceae,(absent from chain),1,planktoscope,'triceratiaceae' is absent from the authority's classification of 1514140
a88092393bd0,WARN,ncbi,ncbi_lineage_contradiction,parundella,NCBI_ID,1050071,Family=undellidae,(absent from chain),1,planktoscope,'undellidae' is absent from the authority's classification of 1050071
2a67001a1fa0,WARN,ncbi,ncbi_lineage_contradiction,pauliella taeniata,NCBI_ID,186025,Family=lithodesmiaceae,(absent from chain),1,syke_ifcb_2022,'lithodesmiaceae' is absent from the authority's classification of 186025
13cfc8c6f055,WARN,ncbi,ncbi_lineage_contradiction,peridiniella catenata,NCBI_ID,3111327,Family=cladopyxidaceae,(absent from chain),3,daplankton;syke_ifcb_2022,'cladopyxidaceae' is absent from the authority's classification of 3111327
a5a6bf7588be,WARN,ncbi,ncbi_lineage_contradiction,phalacroma,NCBI_ID,330137,Family=oxyphysaceae,(absent from chain),4,medplanktonset;planktoscope;tara_pacific_bongo;tara_pacific_decknet,'oxyphysaceae' is absent from the authority's classification of 330137
abb91345f5d1,WARN,ncbi,ncbi_lineage_contradiction,phalacroma oxytoxoides,NCBI_ID,447216,Family=oxyphysaceae,(absent from chain),1,medplanktonset,'oxyphysaceae' is absent from the authority's classification of 447216
d866b513fa55,WARN,ncbi,ncbi_lineage_contradiction,polykrikos kofoidii,NCBI_ID,271679,Family=polykrikaceae,(absent from chain),1,medplanktonset,'polykrikaceae' is absent from the authority's classification of 271679
87a517b3352f,WARN,ncbi,ncbi_lineage_contradiction,proboscia,NCBI_ID,216776,Family=rhizosoleniaceae,(absent from chain),1,planktoscope,'rhizosoleniaceae' is absent from the authority's classification of 216776
e498a434feef,WARN,ncbi,ncbi_lineage_contradiction,pseliodinium fusus,NCBI_ID,2893593,Family=ceratoperidiniaceae,(absent from chain),1,medplanktonset,'ceratoperidiniaceae' is absent from the authority's classification of 2893593
8606111b18e7,WARN,ncbi,ncbi_lineage_contradiction,pseudopedinella,NCBI_ID,35683,Family=actinomonadaceae,(absent from chain),2,daplankton;syke_ifcb_2022,'actinomonadaceae' is absent from the authority's classification of 35683
5aa275888d0a,WARN,ncbi,ncbi_lineage_contradiction,pyrophacus,NCBI_ID,261841,Family=pyrophacaceae,(absent from chain),4,flowcamnet;planktoscope;tara_pacific_bongo;tara_pacific_decknet,'pyrophacaceae' is absent from the authority's classification of 261841
ca94be187b84,WARN,ncbi,ncbi_lineage_contradiction,pyrophacus horologium,NCBI_ID,3111395,Family=pyrophacaceae,(absent from chain),1,medplanktonset,'pyrophacaceae' is absent from the authority's classification of 3111395
8a4cc8004c3a,WARN,ncbi,ncbi_lineage_contradiction,richelia,NCBI_ID,98443,Family=rivulariaceae,(absent from chain),3,flowcamnet;tara_pacific_bongo;tara_pacific_decknet,'rivulariaceae' is absent from the authority's classification of 98443
98db73135600,WARN,ncbi,ncbi_lineage_contradiction,scrippsiella,NCBI_ID,54902,Family=thoracosphaeraceae,(absent from chain),1,medplanktonset,'thoracosphaeraceae' is absent from the authority's classification of 54902
66b23fbe902c,WARN,ncbi,ncbi_lineage_contradiction,simocephalus serrulatus,NCBI_ID,117539,Family=daphniida,(absent from chain),1,frepj,'daphniida' is absent from the authority's classification of 117539
cb5a2a35c7d2,WARN,ncbi,ncbi_lineage_contradiction,simocephalus vetulus,NCBI_ID,77651,Family=daphniida,(absent from chain),1,frepj,'daphniida' is absent from the authority's classification of 77651
ba543cdd7231,WARN,ncbi,ncbi_lineage_contradiction,skeletonema,NCBI_ID,2842,Family=skeletonemaceae,(absent from chain),3,medplanktonset;planktoscope;whoi,'skeletonemaceae' is absent from the authority's classification of 2842
d180bd018182,WARN,ncbi,ncbi_lineage_contradiction,skeletonema marinoi,NCBI_ID,267567,Family=skeletonemaceae,(absent from chain),2,daplankton;syke_ifcb_2022,'skeletonemaceae' is absent from the authority's classification of 267567
fab9593f18f6,WARN,ncbi,ncbi_lineage_contradiction,skeletonema menzelii,NCBI_ID,216823,Family=skeletonemaceae,(absent from chain),1,medplanktonset,'skeletonemaceae' is absent from the authority's classification of 216823
990b1bb73641,WARN,ncbi,ncbi_lineage_contradiction,solmundella,NCBI_ID,497512,Family=solmundaeginidae,(absent from chain),1,planktonset1.0,'solmundaeginidae' is absent from the authority's classification of 497512
ef5cb38ce3ea,WARN,ncbi,ncbi_lineage_contradiction,solmundella bitentaculata,NCBI_ID,497513,Family=solmundaeginidae,(absent from chain),3,global_uvp5;zooscan,'solmundaeginidae' is absent from the authority's classification of 497513
3a149fdb741b,WARN,ncbi,ncbi_lineage_contradiction,sourniaea diacantha,NCBI_ID,2723146,Family=lingulodiniaceae,(absent from chain),1,medplanktonset,'lingulodiniaceae' is absent from the authority's classification of 2723146
129095629b80,WARN,ncbi,ncbi_lineage_contradiction,striatella,NCBI_ID,2963561,Family=striatellaceae,(absent from chain),2,planktoscope;tara_pacific_bongo,'striatellaceae' is absent from the authority's classification of 2963561
f4e7128aba62,WARN,ncbi,ncbi_lineage_contradiction,torodinium,NCBI_ID,1641412,Family=gymnodiniaceae,(absent from chain),1,medplanktonset,'gymnodiniaceae' is absent from the authority's classification of 1641412
0aa892aa6cf4,WARN,ncbi,ncbi_lineage_contradiction,trieres mobiliensis,NCBI_ID,655800,Family=triceratiaceae,(absent from chain),1,medplanktonset,'triceratiaceae' is absent from the authority's classification of 655800
5000148a0c4d,WARN,ncbi,ncbi_lineage_contradiction,trigonium,NCBI_ID,1003143,Family=biddulphiaceae,(absent from chain),1,planktoscope,'biddulphiaceae' is absent from the authority's classification of 1003143
32b430503ee0,WARN,ncbi,ncbi_lineage_contradiction,uroglena,NCBI_ID,98067,Family=ochromonadaceae,(absent from chain),1,zoolake,'ochromonadaceae' is absent from the authority's classification of 98067
37983bc1ad86,WARN,ncbi,ncbi_lineage_contradiction,uroglenopsis,NCBI_ID,2582958,Family=ochromonadaceae,(absent from chain),1,syke_ifcb_2022,'ochromonadaceae' is absent from the authority's classification of 2582958
c8b7f68259a4,WARN,ncbi,ncbi_lineage_contradiction,zoothamniidae,NCBI_ID,168255,Family=zoothamniidae,(absent from chain),2,planktoscope;tara_pacific_decknet,'zoothamniidae' is absent from the authority's classification of 168255
d1385fe92276,WARN,ncbi,ncbi_rank_slot_drift,actiniaria,NCBI_ID,6103,Class=hexacorallia,subclass=hexacorallia,1,zooscan,the authority places 'hexacorallia' at a different rank than the CSV column it occupies
9c3ddead1f3b,WARN,ncbi,ncbi_rank_slot_drift,amoeba,NCBI_ID,5774,Phylum=amoebozoa,clade=amoebozoa,1,whoi,the authority places 'amoebozoa' at a different rank than the CSV column it occupies
34e9eacba463,WARN,ncbi,ncbi_rank_slot_drift,amoeba,NCBI_ID,5774,Class=tubulinea,phylum=tubulinea,1,whoi,the authority places 'tubulinea' at a different rank than the CSV column it occupies
6ecac4e9e6f3,WARN,ncbi,ncbi_rank_slot_drift,anabaenopsis,NCBI_ID,110103,Kingdom=bacteria,domain=bacteria,4,daplankton;syke_ifcb_2022,the authority places 'bacteria' at a different rank than the CSV column it occupies
d55fecda0e69,WARN,ncbi,ncbi_rank_slot_drift,aphanizomenon,NCBI_ID,1175,Kingdom=bacteria,domain=bacteria,4,daplankton;global_uvp5;syke_ifcb_2022;zoolake,the authority places 'bacteria' at a different rank than the CSV column it occupies
8f3d42be3ee9,WARN,ncbi,ncbi_rank_slot_drift,aphanothece parallelliformis,NCBI_ID,1121,Kingdom=bacteria,domain=bacteria,1,syke_ifcb_2022,the authority places 'bacteria' at a different rank than the CSV column it occupies
2d19d9fa2c34,WARN,ncbi,ncbi_rank_slot_drift,arcella vulgaris,NCBI_ID,874295,Phylum=amoebozoa,clade=amoebozoa,1,lensless,the authority places 'amoebozoa' at a different rank than the CSV column it occupies
0e6a93cef178,WARN,ncbi,ncbi_rank_slot_drift,arcella vulgaris,NCBI_ID,874295,Class=tubulinea,phylum=tubulinea,1,lensless,the authority places 'tubulinea' at a different rank than the CSV column it occupies
b0abd4d59d0d,WARN,ncbi,ncbi_rank_slot_drift,azadinium caudatum,NCBI_ID,1129410,Order=dinophyceae,class=dinophyceae,1,medplanktonset,the authority places 'dinophyceae' at a different rank than the CSV column it occupies
a1693fae88c9,WARN,ncbi,ncbi_rank_slot_drift,bosmina,NCBI_ID,27402,Order=anomopoda,infraorder=anomopoda,3,frepj;sykezooscan2024;zoolake,the authority places 'anomopoda' at a different rank than the CSV column it occupies
