class_id	tax_label
438	chromista heterokontophyta bacillariophyceae triceratiales triceratiaceae triceratium
439	chromista heterokontophyta bacillariophyceae triceratiales triceratiaceae trieres mobiliensis
440	chromista myzozoa dinophyceae
441	chromista myzozoa dinophyceae amphidiniales amphidiniaceae amphidinium
442	chromista myzozoa dinophyceae dinophyceae amphidomataceae azadinium caudatum
443	chromista myzozoa dinophyceae dinophysales amphisoleniaceae amphisolenia
444	chromista myzozoa dinophyceae dinophysales amphisoleniaceae triposolenia
445	chromista myzozoa dinophyceae dinophysales dinophysaceae
446	chromista myzozoa dinophyceae dinophysales dinophysaceae dinophysis
447	chromista myzozoa dinophyceae dinophysales dinophysaceae dinophysis acuminata
448	chromista myzozoa dinophyceae dinophysales dinophysaceae dinophysis caudata
449	chromista myzozoa dinophyceae dinophysales dinophysaceae dinophysis parva
450	chromista myzozoa dinophyceae dinophysales dinophysaceae dinophysis sacculus
451	chromista myzozoa dinophyceae dinophysales dinophysaceae dinophysis tripos
452	chromista myzozoa dinophyceae dinophysales dinophysaceae ornithocercus
453	chromista myzozoa dinophyceae dinophysales dinophysaceae ornithocercus magnificus
454	chromista myzozoa dinophyceae dinophysales dinophysaceae ornithocercus quadratus
455	chromista myzozoa dinophyceae dinophysales dinophysaceae ornithocercus splendidus
456	chromista myzozoa dinophyceae dinophysales dinophysaceae ornithocercus steinii
457	chromista myzozoa dinophyceae dinophysales oxyphysaceae phalacroma
458	chromista myzozoa dinophyceae dinophysales oxyphysaceae phalacroma oxytoxoides
459	chromista myzozoa dinophyceae gonyaulacales
460	chromista myzozoa dinophyceae gonyaulacales ceratiaceae ceratium
461	chromista myzozoa dinophyceae gonyaulacales ceratiaceae neoceratium
462	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos
463	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos arcticus
464	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos arietinus
465	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos azoricus
466	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos belone
467	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos brevis
468	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos candelabrum
469	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos concilians
470	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos contortus
471	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos declinatus
472	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos euarcuatus
473	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos extensus
474	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos furca
475	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos fusus
476	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos geniculatus
477	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos gravidus
478	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos hexacanthus
479	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos horridus
480	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos incisus
481	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos limulus
482	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos lineatus
483	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos macroceros
484	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos massiliensis
485	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos minutus
486	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos paradoxides
487	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos pentagonus
488	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos petersii
489	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos platycornis
490	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos pulchellus
491	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos ranipes
492	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos symmetricus
493	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos teres
494	chromista myzozoa dinophyceae gonyaulacales ceratiaceae tripos trichoceros
495	chromista myzozoa dinophyceae gonyaulacales ceratocoryaceae ceratocorys
496	chromista myzozoa dinophyceae gonyaulacales ceratocoryaceae ceratocorys horrida
497	chromista myzozoa dinophyceae gonyaulacales cladopyxidaceae cladopyxis
498	chromista myzozoa dinophyceae gonyaulacales cladopyxidaceae cladopyxis brachiolata
499	chromista myzozoa dinophyceae gonyaulacales cladopyxidaceae peridiniella catenata
500	chromista myzozoa dinophyceae gonyaulacales gonyaulacaceae amylax triacantha
501	chromista myzozoa dinophyceae gonyaulacales gonyaulacaceae gonyaulax
502	chromista myzozoa dinophyceae gonyaulacales gonyaulacaceae gonyaulax polygramma
503	chromista myzozoa dinophyceae gonyaulacales gonyaulacaceae gonyaulax verior
504	chromista myzozoa dinophyceae gonyaulacales lingulodiniaceae sourniaea diacantha
505	chromista myzozoa dinophyceae gonyaulacales protoceratiaceae protoceratium reticulatum
506	chromista myzozoa dinophyceae gonyaulacales pyrocystaceae
507	chromista myzozoa dinophyceae gonyaulacales pyrocystaceae alexandrium
508	chromista myzozoa dinophyceae gonyaulacales pyrocystaceae pyrocystis
509	chromista myzozoa dinophyceae gonyaulacales pyrocystaceae pyrocystis fusiformis
510	chromista myzozoa dinophyceae gonyaulacales pyrocystaceae pyrocystis hamulus
511	chromista myzozoa dinophyceae gonyaulacales pyrocystaceae pyrocystis lunula
512	chromista myzozoa dinophyceae gonyaulacales pyrocystaceae pyrocystis pseudonoctiluca
513	chromista myzozoa dinophyceae gonyaulacales pyrophacaceae pyrophacus
514	chromista myzozoa dinophyceae gonyaulacales pyrophacaceae pyrophacus horologium
515	chromista myzozoa dinophyceae gymnodiniales
516	chromista myzozoa dinophyceae gymnodiniales gymnodiniaceae akashiwo
517	chromista myzozoa dinophyceae gymnodiniales gymnodiniaceae akashiwo sanguinea
518	chromista myzozoa dinophyceae gymnodiniales gymnodiniaceae cochlodinium
519	chromista myzozoa dinophyceae gymnodiniales gymnodiniaceae gymnodinium
520	chromista myzozoa dinophyceae gymnodiniales gymnodiniaceae torodinium
521	chromista myzozoa dinophyceae gymnodiniales gyrodiniaceae gyrodinium
522	chromista myzozoa dinophyceae gymnodiniales kareniaceae karenia
523	chromista myzozoa dinophyceae gymnodiniales kareniaceae karenia papilionacea
524	chromista myzozoa dinophyceae gymnodiniales polykrikaceae polykrikos kofoidii
525	chromista myzozoa dinophyceae gymnodiniales warnowiaceae ceratoperidinium margalefii
526	chromista myzozoa dinophyceae gymnodiniales warnowiaceae proterythropsis
527	chromista myzozoa dinophyceae gymnodiniales warnowiaceae warnowia polyphemus
528	chromista myzozoa dinophyceae noctilucales noctilucaceae noctiluca
529	chromista myzozoa dinophyceae noctilucales noctilucaceae noctiluca scintillans
530	chromista myzozoa dinophyceae peridiniales ceratoperidiniaceae pseliodinium fusus
531	chromista myzozoa dinophyceae peridiniales heterocapsaceae heterocapsa
532	chromista myzozoa dinophyceae peridiniales heterocapsaceae heterocapsa rotundata
533	chromista myzozoa dinophyceae peridiniales heterocapsaceae heterocapsa triquetra
534	chromista myzozoa dinophyceae peridiniales oxytoxaceae corythodinium
535	chromista myzozoa dinophyceae peridiniales oxytoxaceae corythodinium constrictum
536	chromista myzozoa dinophyceae peridiniales oxytoxaceae corythodinium milneri
537	chromista myzozoa dinophyceae peridiniales oxytoxaceae corythodinium tesselatum
538	chromista myzozoa dinophyceae peridiniales oxytoxaceae oxytoxum
539	chromista myzozoa dinophyceae peridiniales oxytoxaceae oxytoxum caudatum
540	chromista myzozoa dinophyceae peridiniales oxytoxaceae oxytoxum scolopax
541	chromista myzozoa dinophyceae peridiniales oxytoxaceae oxytoxum variabile
542	chromista myzozoa dinophyceae peridiniales peridiniaceae kryptoperidinium triquetrum
543	chromista myzozoa dinophyceae peridiniales podolampadaceae podolampas
544	chromista myzozoa dinophyceae peridiniales podolampadaceae podolampas bipes
545	chromista myzozoa dinophyceae peridiniales podolampadaceae podolampas palmipes
546	chromista myzozoa dinophyceae peridiniales protoperidiniaceae protoperidinium
547	chromista myzozoa dinophyceae peridiniales protoperidiniaceae protoperidinium diabolus
548	chromista myzozoa dinophyceae peridiniales protoperidiniaceae protoperidinium divergens
549	chromista myzozoa dinophyceae prorocentrales prorocentraceae prorocentrum
550	chromista myzozoa dinophyceae prorocentrales prorocentraceae prorocentrum cordatum
551	chromista myzozoa dinophyceae prorocentrales prorocentraceae prorocentrum gracile
552	chromista myzozoa dinophyceae prorocentrales prorocentraceae prorocentrum redfieldii
553	chromista myzozoa dinophyceae thoracosphaerales thoracosphaeraceae scrippsiella
554	chromista myzozoa dinophyceae torodiniales kapelodiniaceae kapelodinium vestifici
555	chromista ochrophyta chrysophyceae chromulinales dinobryaceae dinobryon
556	chromista ochrophyta chrysophyceae chromulinales dinobryaceae dinobryon coalescens
557	chromista ochrophyta chrysophyceae ochromonadales ochromonadaceae uroglena
558	chromista ochrophyta chrysophyceae ochromonadales ochromonadaceae uroglenopsis
559	chromista ochrophyta dictyochophyceae dictyochales dictyochaceae dictyocha
560	chromista ochrophyta dictyochophyceae dictyochales dictyochaceae dictyocha fibula
561	chromista ochrophyta dictyochophyceae dictyochales dictyochaceae octactis
562	chromista ochrophyta dictyochophyceae dictyochales dictyochaceae octactis octonaria
563	chromista ochrophyta dictyochophyceae florenciellales florenciellales pseudochattonella farcimen
564	chromista ochrophyta dictyochophyceae pedinellales actinomonadaceae pseudopedinella
565	chromista ochrophyta raphidophyceae actinophryida actinosphaeriidae actinosphaerium nucleofilum
566	chromista ochrophyta xanthophyceae mischococcales pleurochloridaceae meringosphaera mediterranea
567	chromista radiozoa
568	chromista radiozoa acantharia
569	chromista radiozoa acantharia symphyacanthida amphilithidae amphibelone
570	chromista radiozoa polycystina
571	chromista radiozoa polycystina nassellaria
572	chromista radiozoa polycystina nassellaria collozoidae collozoum
573	chromista radiozoa polycystina nassellaria plagiacanthidae
574	chromista radiozoa polycystina nassellaria plagiacanthidae callimitra
575	chromista radiozoa polycystina spumellaria
576	chromista radiozoa polycystina spumellaria actinommidae
577	chromista radiozoa polycystina spumellaria coccodiscidae
578	chromista radiozoa polycystina spumellaria spongodiscidae
579	chromista radiozoa sticholonchea sticholonchida
580	plantae chlorophyta chlorophyceae chlamydomonadales volvocaceae volvox
581	plantae chlorophyta chlorophyceae chlorococcales
582	plantae chlorophyta chlorophyceae sphaeropleales hydrodictyaceae pediastrum
583	plantae chlorophyta chlorophyceae sphaeropleales selenastraceae monoraphidium contortum
584	plantae chlorophyta pyramimonadophyceae pyramimonadales pterospermataceae pterosperma
585	plantae chlorophyta pyramimonadophyceae pyramimonadales pyramimonadaceae cymbomonas tetramitiformis
586	plantae chlorophyta pyramimonadophyceae pyramimonadales pyramimonadaceae halosphaera
587	plantae chlorophyta pyramimonadophyceae pyramimonadales pyramimonadaceae pyramimonas
588	plantae chlorophyta pyramimonadophyceae pyramimonadales pyramimonadaceae pyramimonas longicauda
589	plantae chlorophyta trebouxiophyceae chlorellales oocystaceae oocystis
590	plantae chlorophyta ulvophyceae oltmannsiellopsidales oltmannsiellopsidaceae oltmannsiellopsis viridis
591	protozoa amoebozoa tubulinea arcellinida arcellidae arcella vulgaris
592	protozoa amoebozoa tubulinea euamoebida amoebidae amoeba
593	protozoa choanozoa choanoflagellatea
594	protozoa choanozoa choanoflagellatea acanthoecida acanthoecidae parvicorbicula socialis
595	protozoa euglenozoa euglenophyceae
596	protozoa euglenozoa euglenophyceae euglenales euglenaceae euglena
597	protozoa euglenozoa euglenophyceae eutreptiales eutreptiaceae eutreptiella
598	protozoa euglenozoa kinetoplastea bodonida
